col_user,col_item,col_timestamp,col_rating
4,VIIAU,2018-05-06,1.0
4,CAAS,2020-04-27,1.0
4,DOOR,2019-04-26,1.0
4,GSIT,2020-07-25,1.0
4,KWR,2019-06-21,1.0
4,BURL,2018-09-18,1.0
4,OXY,2020-07-27,1.0
4,TXMD,2019-05-01,1.0
4,BCS,2020-12-14,1.0
4,ACGL,2020-09-28,1.0
4,UAMY,2020-02-25,1.0
4,KALU,2021-01-04,1.0
4,ZWS,2018-01-10,1.0
4,KVHI,2020-10-12,1.0
4,CXW,2020-02-15,1.0
4,HTD,2018-09-06,1.0
4,GGZ,2018-10-30,1.0
4,SPWH,2020-10-28,1.0
4,XRX,2020-11-16,1.0
5,ARR,2019-08-14,1.0
5,MAYS,2018-08-29,1.0
5,HEES,2018-10-25,1.0
5,KRYS,2019-03-14,1.0
5,GWH,2020-12-25,1.0
5,EHI,2018-09-26,1.0
5,BNTX,2018-09-01,1.0
5,CSTE,2019-06-25,1.0
5,GSIT,2020-02-29,1.0
5,LCNB,2019-10-13,1.0
5,GGZ,2019-11-25,1.0
5,NTIC,2019-05-27,1.0
5,VNTR,2020-03-05,1.0
5,KMT,2019-12-03,1.0
5,AREN,2019-02-21,1.0
5,KALU,2021-01-09,1.0
5,OBLG,2019-08-23,1.0
5,EGLX,2019-03-07,1.0
5,MESO,2018-10-20,1.0
5,NVEC,2018-01-31,1.0
5,VTR,2020-11-22,1.0
5,JKHY,2020-04-25,1.0
5,WLYB,2018-05-06,1.0
5,SNFCA,2019-10-27,1.0
5,PHM,2018-06-16,1.0
5,HTD,2020-12-09,1.0
5,ASX,2018-08-02,1.0
5,XBIT,2018-07-05,1.0
6,MTN,2020-11-30,1.0
6,WISA,2020-06-13,1.0
6,SIM,2019-05-18,1.0
6,TAK,2020-12-07,1.0
6,KRYS,2020-10-25,1.0
6,CHD,2019-01-04,1.0
6,REYN,2018-09-08,1.0
6,RYTM,2018-05-21,1.0
6,VLTA,2018-10-30,1.0
6,CTA-PA,2020-05-12,1.0
6,RSSS,2018-02-09,1.0
6,SISI,2018-08-02,1.0
6,IRDM,2018-06-21,1.0
6,NMK-PC,2018-06-18,1.0
6,NTB,2020-08-16,1.0
6,BEKE,2019-01-22,1.0
6,ELBM,2019-09-19,1.0
6,SCM,2019-08-10,1.0
6,ESLT,2019-10-02,1.0
6,CNI,2020-08-13,1.0
6,FNV,2018-07-11,1.0
6,MBRX,2019-11-08,1.0
6,RCM,2018-11-22,1.0
6,DHT,2019-07-23,1.0
6,GSIT,2019-11-02,1.0
6,MDWD,2019-02-04,1.0
6,HUBS,2019-08-19,1.0
6,OXY,2020-10-15,1.0
6,MSPR,2019-11-29,1.0
6,SRLP,2018-03-12,1.0
6,KRG,2018-12-19,1.0
6,GWH,2018-08-01,1.0
6,MDJH,2019-07-02,1.0
7,LFTR,2019-08-31,1.0
7,BEKE,2018-11-01,1.0
7,MSPR,2018-11-19,1.0
7,GGZ,2018-09-18,1.0
7,RITM-PC,2018-06-30,1.0
7,TAOP,2019-06-23,1.0
7,VLTA,2019-08-22,1.0
7,SRLP,2019-07-29,1.0
7,WFC-PY,2018-02-18,1.0
7,TXMD,2018-02-10,1.0
7,PSEC,2019-11-09,1.0
7,TAK,2018-02-07,1.0
7,BHC,2019-04-07,1.0
7,PHM,2018-04-30,1.0
7,BCS,2020-09-13,1.0
7,CTA-PB,2018-04-07,1.0
7,TPL,2020-10-30,1.0
7,OTEX,2020-04-21,1.0
7,MFGP,2019-09-12,1.0
7,SJIJ,2019-11-13,1.0
7,NTIC,2018-05-21,1.0
7,OCC,2019-06-22,1.0
7,AEMD,2018-06-18,1.0
7,AKO-A,2019-02-17,1.0
8,SAH,2019-10-25,1.0
8,LANDO,2020-10-12,1.0
8,BCS,2020-06-19,1.0
8,CXW,2019-12-06,1.0
8,OBLG,2018-02-27,1.0
8,TAK,2019-02-24,1.0
8,CINF,2018-05-20,1.0
8,VIIAU,2020-05-07,1.0
8,OTIS,2020-04-12,1.0
8,XEL,2020-06-29,1.0
8,MARA,2019-02-04,1.0
8,BHC,2018-12-14,1.0
8,AVTR,2018-11-07,1.0
8,NVRO,2018-07-16,1.0
8,SRLP,2020-05-05,1.0
8,ORC,2020-04-12,1.0
8,XBIT,2018-09-16,1.0
9,KALU,2020-07-09,1.0
9,CODI-PC,2018-12-07,1.0
9,EGLX,2019-09-29,1.0
9,NSYS,2018-02-06,1.0
9,KIM-PM,2020-04-11,1.0
9,GWH,2018-08-16,1.0
9,RRGB,2020-08-28,1.0
9,OR,2020-12-31,1.0
9,HTD,2018-12-06,1.0
9,VFC,2018-01-01,1.0
9,GHG,2018-07-15,1.0
9,BEKE,2018-09-17,1.0
9,FCNCP,2020-08-03,1.0
9,UBER,2018-04-05,1.0
9,PACB,2019-03-13,1.0
9,TARS,2018-05-25,1.0
9,PETS,2019-09-03,1.0
9,FGF,2019-01-18,1.0
9,BNTX,2018-10-22,1.0
9,KRG,2019-03-15,1.0
9,ELBM,2019-12-07,1.0
9,MBRX,2020-03-16,1.0
9,NNDM,2019-02-11,1.0
9,TPL,2019-12-24,1.0
9,HCXY,2018-12-27,1.0
9,PHM,2020-01-10,1.0
9,HEES,2019-01-17,1.0
9,MTN,2020-02-12,1.0
10,PMTS,2018-09-30,1.0
10,LFTR,2018-01-31,1.0
10,NSYS,2018-08-21,1.0
10,CARA,2019-08-16,1.0
10,ARR,2018-08-16,1.0
10,PUMP,2020-06-12,1.0
10,LANDO,2019-12-10,1.0
10,LCNB,2020-09-30,1.0
10,HSTO,2018-11-09,1.0
10,NEWT,2019-01-12,1.0
10,ONB,2019-06-15,1.0
10,AEO,2020-12-07,1.0
10,IBOC,2020-06-25,1.0
10,EHI,2018-09-05,1.0
10,NTIC,2018-03-28,1.0
10,CTA-PB,2019-07-14,1.0
10,BNTX,2018-09-26,1.0
10,AWH,2020-04-25,1.0
10,PHD,2019-09-02,1.0
10,BILI,2020-02-04,1.0
10,CHE,2019-12-05,1.0
10,CXE,2020-06-26,1.0
10,SIX,2020-11-06,1.0
11,CHE,2018-11-25,1.0
11,IESC,2020-12-05,1.0
11,FGF,2020-12-20,1.0
11,SBCF,2020-08-05,1.0
11,KRG,2019-01-18,1.0
11,UAMY,2019-10-13,1.0
11,AREN,2018-06-25,1.0
11,TAOP,2018-11-11,1.0
11,REGN,2020-01-27,1.0
11,AUY,2018-09-28,1.0
11,JCTCF,2018-01-23,1.0
11,VBTX,2019-03-13,1.0
11,AKO-A,2020-08-04,1.0
11,MARA,2019-01-10,1.0
11,PHD,2018-11-07,1.0
11,EHI,2019-02-15,1.0
11,AMZN,2020-07-07,1.0
11,ELBM,2019-06-16,1.0
12,JCTCF,2020-10-08,1.0
12,MDJH,2020-04-15,1.0
12,TNP,2020-02-04,1.0
12,VBTX,2020-03-02,1.0
12,KRG,2019-11-13,1.0
12,NMK-PC,2018-10-18,1.0
12,MFGP,2018-09-10,1.0
12,NVR,2018-08-13,1.0
12,CNET,2019-12-16,1.0
12,NVEC,2018-12-11,1.0
12,BRFS,2020-07-17,1.0
12,VTR,2019-09-28,1.0
13,NVTA,2018-06-05,1.0
13,WISA,2019-01-26,1.0
13,RKLB,2020-03-03,1.0
13,IESC,2018-11-17,1.0
13,AZPN,2019-07-23,1.0
13,ARR,2018-03-25,1.0
13,WLYB,2018-05-23,1.0
13,EVG,2019-11-11,1.0
13,HCXY,2020-01-10,1.0
13,MINM,2019-01-26,1.0
13,RYTM,2018-02-24,1.0
13,LIQT,2019-10-26,1.0
13,MARA,2020-07-03,1.0
13,NEWT,2019-11-27,1.0
13,RCM,2018-12-11,1.0
13,NVEC,2019-03-25,1.0
13,XBIT,2019-10-27,1.0
13,PACB,2019-10-16,1.0
13,VTVT,2018-07-28,1.0
13,EHI,2018-06-06,1.0
13,BHC,2020-08-05,1.0
13,CHE,2020-03-21,1.0
13,CSTE,2018-08-29,1.0
13,WSTG,2020-10-18,1.0
13,TPL,2020-03-26,1.0
13,HLMN,2018-12-16,1.0
13,PRIF-PF,2018-07-31,1.0
13,FCNCA,2019-03-09,1.0
13,SAH,2018-09-12,1.0
14,BILI,2019-01-07,1.0
14,ARR,2019-09-14,1.0
14,UI,2018-03-11,1.0
14,RITM-PC,2020-08-05,1.0
14,NVRO,2019-06-12,1.0
14,LPI,2020-06-13,1.0
14,ACGL,2020-06-12,1.0
14,HUBS,2020-01-09,1.0
14,IESC,2020-11-10,1.0
14,AEMD,2018-05-19,1.0
14,JYAC,2019-09-11,1.0
14,VIIAU,2019-06-07,1.0
14,VBTX,2020-11-30,1.0
14,KIM-PM,2019-05-10,1.0
14,SSY,2018-02-20,1.0
14,HSTO,2018-04-27,1.0
14,SPWH,2018-04-15,1.0
14,PHM,2020-10-25,1.0
14,THTX,2019-06-12,1.0
15,VIIAU,2020-05-02,1.0
15,EGLX,2018-08-21,1.0
15,THTX,2019-03-25,1.0
15,NMK-PC,2018-10-24,1.0
15,FCNCA,2019-09-10,1.0
15,HCXY,2020-05-24,1.0
15,PRIF-PF,2018-06-26,1.0
15,CTA-PB,2018-03-14,1.0
15,CPE,2018-07-11,1.0
15,PSEC,2018-12-29,1.0
15,NTIC,2019-08-17,1.0
15,HTD,2018-05-10,1.0
15,PMTS,2019-03-18,1.0
15,MAYS,2018-07-22,1.0
15,VERB,2018-04-03,1.0
15,RCHG,2018-12-20,1.0
15,JKHY,2020-10-15,1.0
16,FGF,2018-01-05,1.0
16,TAK,2020-06-08,1.0
16,XBIT,2020-01-06,1.0
16,SNFCA,2020-11-22,1.0
16,HLMN,2020-12-06,1.0
16,ACGL,2020-11-27,1.0
16,LEA,2019-07-04,1.0
16,BNTX,2019-01-10,1.0
16,KVHI,2018-08-25,1.0
16,VTVT,2020-04-02,1.0
16,ASX,2018-07-16,1.0
16,LANDO,2020-12-10,1.0
16,VERB,2018-02-18,1.0
16,GOCO,2018-12-13,1.0
16,T-PC,2018-06-19,1.0
16,BEKE,2019-01-29,1.0
16,SPWH,2019-09-26,1.0
16,VLTA,2019-01-07,1.0
16,NUW,2019-10-22,1.0
16,TXMD,2020-07-18,1.0
16,AUY,2019-08-20,1.0
16,EHI,2019-12-15,1.0
16,BCS,2019-05-20,1.0
16,KALU,2018-06-24,1.0
16,BHC,2019-12-16,1.0
16,HCXY,2018-12-09,1.0
16,AREN,2020-05-11,1.0
16,NVTA,2019-01-11,1.0
16,CNET,2019-09-04,1.0
16,DEI,2018-07-29,1.0
16,AEO,2018-11-23,1.0
16,PHM,2019-06-14,1.0
16,BW,2020-02-16,1.0
16,IBOC,2018-10-12,1.0
16,KMT,2019-10-27,1.0
16,REGN,2018-05-20,1.0
16,BRFS,2020-06-30,1.0
16,RYTM,2018-06-24,1.0
17,KVHI,2020-03-21,1.0
17,SIX,2020-01-21,1.0
17,MSPR,2020-08-01,1.0
17,SBCF,2019-01-05,1.0
17,VIIAU,2019-08-26,1.0
17,HLMN,2019-06-18,1.0
17,JKHY,2020-02-25,1.0
17,CKX,2020-08-09,1.0
17,SJIJ,2018-03-18,1.0
17,SCM,2018-08-07,1.0
17,PETS,2020-10-29,1.0
17,PHD,2020-10-19,1.0
17,MESO,2019-09-02,1.0
17,CXW,2020-09-22,1.0
17,OBLG,2020-02-07,1.0
17,NNDM,2019-06-10,1.0
17,TARS,2018-03-23,1.0
17,AGMH,2019-01-01,1.0
17,GLOP-PA,2018-03-20,1.0
17,BRFS,2020-01-12,1.0
17,ARR,2018-08-03,1.0
17,UBER,2020-05-05,1.0
17,T-PC,2018-04-16,1.0
17,PRIF-PF,2018-06-27,1.0
17,REGN,2019-10-18,1.0
17,MARA,2018-05-17,1.0
17,ODP,2018-12-16,1.0
18,CKX,2019-09-05,1.0
18,GSIT,2020-12-07,1.0
18,NUW,2019-05-07,1.0
18,FCNCA,2020-10-25,1.0
18,VTVT,2020-09-05,1.0
18,SAVE,2018-12-23,1.0
18,AZPN,2018-12-06,1.0
18,KRG,2019-12-14,1.0
18,PHD,2018-02-20,1.0
18,EGLX,2018-09-20,1.0
18,VLTA,2018-08-20,1.0
18,XEL,2018-04-09,1.0
18,AWH,2020-01-12,1.0
18,CB,2019-10-16,1.0
18,ORC,2020-07-23,1.0
18,AGMH,2018-10-08,1.0
18,NAVI,2020-02-21,1.0
18,RCM,2018-12-02,1.0
18,FRTX,2018-11-29,1.0
18,IESC,2020-01-19,1.0
19,NSYS,2019-02-07,1.0
19,FGF,2019-12-15,1.0
19,OXY,2020-07-19,1.0
19,FNV,2019-10-14,1.0
19,ADSK,2018-09-19,1.0
19,AGMH,2018-06-07,1.0
19,C-PK,2018-04-21,1.0
19,KWR,2019-08-26,1.0
19,REYN,2020-10-31,1.0
19,AMZN,2020-01-10,1.0
19,JYAC,2020-04-05,1.0
20,FRTX,2018-10-07,1.0
20,BILI,2018-06-26,1.0
20,DB,2020-06-21,1.0
20,UBER,2018-12-06,1.0
20,SSY,2020-06-22,1.0
20,AGMH,2018-12-22,1.0
20,ONB,2018-05-28,1.0
20,REGN,2019-01-28,1.0
20,BCS,2019-08-30,1.0
20,ASX,2019-07-15,1.0
20,RCHG,2019-05-23,1.0
20,EHI,2018-06-11,1.0
20,PMTS,2018-11-21,1.0
20,IIF,2019-05-20,1.0
20,TXMD,2020-10-07,1.0
20,CB,2018-10-21,1.0
20,SJIJ,2019-09-11,1.0
20,AUY,2019-05-10,1.0
20,TARS,2020-06-15,1.0
20,DHT,2018-12-27,1.0
20,NMK-PC,2018-05-01,1.0
20,BRFS,2020-11-14,1.0
20,AWH,2020-08-13,1.0
20,TRU,2018-03-18,1.0
20,NSYS,2018-01-12,1.0
20,T-PC,2018-01-30,1.0
20,NAVI,2018-11-15,1.0
20,WLYB,2018-05-21,1.0
20,NVEC,2018-12-14,1.0
20,AMZN,2018-08-18,1.0
20,VTR,2019-11-18,1.0
20,GGZ,2020-11-12,1.0
20,PHM,2018-06-29,1.0
20,BURL,2020-02-20,1.0
20,RKLB,2020-07-30,1.0
20,SAVE,2018-09-06,1.0
20,MBRX,2020-04-29,1.0
21,RRGB,2018-07-15,1.0
21,ONB,2018-09-15,1.0
22,MESO,2019-10-02,1.0
22,AMZN,2020-04-30,1.0
22,NUW,2018-08-03,1.0
22,IESC,2020-01-24,1.0
22,C-PK,2019-05-31,1.0
22,MARA,2020-09-01,1.0
23,KVHI,2019-06-10,1.0
23,UAMY,2020-12-14,1.0
23,KIM-PM,2020-02-01,1.0
23,CHD,2018-01-03,1.0
23,HLMN,2020-07-13,1.0
23,ARR,2018-12-07,1.0
23,TXMD,2018-06-05,1.0
23,EVG,2018-05-06,1.0
23,SIX,2018-04-30,1.0
23,JCTCF,2019-07-11,1.0
23,EGLX,2018-03-02,1.0
23,UBER,2019-04-26,1.0
23,SPWH,2018-03-29,1.0
23,OXY,2018-12-28,1.0
24,ORC,2018-01-12,1.0
24,PETS,2019-01-11,1.0
24,STAB,2018-11-20,1.0
24,ARR,2020-02-25,1.0
24,KIM-PM,2019-02-16,1.0
24,AVTR,2019-12-05,1.0
24,MINM,2020-05-15,1.0
24,KMT,2020-08-12,1.0
24,TAOP,2020-10-08,1.0
24,WLYB,2018-06-26,1.0
24,EQH-PC,2020-02-03,1.0
24,TNP,2020-03-10,1.0
24,NTB,2020-12-13,1.0
24,GSIT,2020-09-18,1.0
24,VERB,2019-11-14,1.0
24,BILI,2020-09-22,1.0
24,ACGL,2018-06-21,1.0
24,KRYS,2019-07-23,1.0
24,PMTS,2019-04-11,1.0
24,HEES,2019-12-25,1.0
24,HRMY,2018-04-14,1.0
24,WFC-PY,2018-06-18,1.0
24,LPI,2019-01-04,1.0
24,SNFCA,2018-03-23,1.0
24,LANDO,2021-01-01,1.0
24,TRU,2020-04-14,1.0
24,SAH,2020-02-10,1.0
24,CHD,2020-08-10,1.0
24,AGMH,2020-04-22,1.0
24,MBRX,2019-02-06,1.0
24,KVHI,2019-02-09,1.0
24,TPL,2018-08-02,1.0
24,GGZ,2020-11-01,1.0
24,BHC,2020-08-31,1.0
24,AWH,2018-11-19,1.0
24,ZWS,2018-05-27,1.0
25,BHC,2019-05-26,1.0
25,GSIT,2019-03-09,1.0
25,UBER,2020-02-18,1.0
25,VNTR,2020-12-09,1.0
25,TNP,2019-11-10,1.0
25,OXY,2020-08-03,1.0
25,AWH,2018-09-09,1.0
25,SPSC,2020-01-06,1.0
25,GOTU,2020-06-28,1.0
25,OTIS,2020-03-13,1.0
25,CODI-PC,2020-07-14,1.0
25,GWH,2020-08-12,1.0
25,STAB,2020-03-25,1.0
25,CB,2018-01-13,1.0
25,HTD,2019-03-18,1.0
25,WMC,2020-05-30,1.0
25,T-PC,2019-05-28,1.0
25,SBI,2018-06-05,1.0
26,GOTU,2018-09-09,1.0
26,SISI,2019-10-19,1.0
26,UAMY,2019-04-18,1.0
26,PRIF-PF,2019-07-11,1.0
26,RSSS,2019-02-09,1.0
26,RITM-PC,2020-09-29,1.0
26,MBRX,2019-05-01,1.0
26,GLOP-PA,2019-08-24,1.0
26,RCHG,2020-08-06,1.0
26,CAAS,2019-02-03,1.0
26,KRYS,2020-07-30,1.0
27,ZWS,2019-12-04,1.0
27,CTA-PB,2019-07-27,1.0
27,AEMD,2018-03-27,1.0
27,RKLB,2018-09-16,1.0
27,ODP,2020-07-16,1.0
27,WFC-PY,2019-06-17,1.0
27,CAAS,2019-08-08,1.0
27,CARA,2019-10-29,1.0
27,KALU,2020-12-22,1.0
27,HEES,2019-04-29,1.0
27,NM-PH,2020-12-27,1.0
27,HLMN,2020-08-01,1.0
27,EGLX,2019-08-16,1.0
27,SSY,2018-11-12,1.0
27,FNV,2019-04-17,1.0
27,FGF,2018-01-08,1.0
27,TNP,2018-07-20,1.0
27,XEL,2020-03-14,1.0
27,MSPR,2020-10-12,1.0
27,GGZ,2019-11-30,1.0
27,SIM,2018-12-10,1.0
27,MAYS,2019-07-01,1.0
27,RRGB,2019-09-10,1.0
27,ORC,2020-06-03,1.0
27,VIIAU,2020-09-22,1.0
27,HSTO,2018-01-30,1.0
27,WPRT,2018-05-20,1.0
27,STAB,2019-10-28,1.0
27,JYAC,2019-11-16,1.0
27,PMTS,2020-07-01,1.0
27,PMVC,2018-03-11,1.0
27,GOTU,2018-09-05,1.0
28,PACB,2018-06-01,1.0
28,CARA,2018-03-21,1.0
28,CXE,2018-12-21,1.0
28,OCC,2019-01-18,1.0
28,OXY,2020-07-28,1.0
28,SISI,2019-05-05,1.0
28,FCNCP,2020-10-24,1.0
28,ADSK,2020-12-07,1.0
28,CIFR,2018-08-11,1.0
28,RSSS,2019-09-23,1.0
28,FNV,2019-11-14,1.0
28,WMC,2020-11-29,1.0
28,CXW,2018-03-16,1.0
28,HCXY,2018-02-18,1.0
28,WLYB,2020-07-31,1.0
28,NAVI,2018-09-04,1.0
28,IIF,2020-07-25,1.0
28,HUBS,2019-07-14,1.0
28,DB,2020-01-23,1.0
28,MDWD,2020-01-01,1.0
28,DAL,2019-08-23,1.0
28,NMK-PC,2020-08-18,1.0
28,RCHG,2019-07-18,1.0
28,KVHI,2018-03-18,1.0
28,THTX,2018-07-16,1.0
28,HYI,2018-08-07,1.0
28,AGMH,2019-10-07,1.0
28,VIIAU,2020-11-05,1.0
28,NNDM,2020-09-20,1.0
28,NVTA,2018-08-19,1.0
28,RYTM,2020-03-04,1.0
28,C-PK,2019-12-17,1.0
28,BILI,2020-05-24,1.0
28,VTR,2020-12-04,1.0
28,NUW,2020-12-24,1.0
29,BRFS,2019-02-12,1.0
29,DEI,2018-11-01,1.0
29,CKX,2020-05-19,1.0
29,DHT,2019-05-18,1.0
30,SCM,2020-10-09,1.0
30,CTA-PA,2018-06-17,1.0
30,AEMD,2020-01-29,1.0
30,FNV,2018-03-18,1.0
30,NNDM,2019-03-28,1.0
30,AGMH,2020-06-13,1.0
30,EQH-PC,2018-03-04,1.0
30,ARR,2019-04-02,1.0
30,APTV-PA,2019-04-10,1.0
31,RYTM,2019-03-02,1.0
31,GHG,2018-09-25,1.0
31,AMZN,2019-06-14,1.0
31,NM-PH,2020-08-30,1.0
31,AWH,2019-09-20,1.0
31,CSTE,2019-08-26,1.0
31,TARS,2018-02-23,1.0
31,SSY,2019-11-26,1.0
31,VTVT,2019-04-19,1.0
31,SIX,2020-12-23,1.0
31,LANDO,2018-07-30,1.0
31,RCM,2018-05-07,1.0
31,CXW,2021-01-07,1.0
32,RRGB,2019-04-01,1.0
32,SBI,2018-08-10,1.0
32,SJIJ,2020-01-04,1.0
32,TVE,2018-12-15,1.0
32,HYI,2018-08-11,1.0
32,SRLP,2018-11-15,1.0
32,ASX,2019-06-13,1.0
32,ONB,2018-11-22,1.0
32,ADSK,2018-05-08,1.0
32,AZPN,2018-09-30,1.0
32,VTR,2019-03-02,1.0
32,SPSC,2020-03-19,1.0
32,NVTA,2019-02-02,1.0
32,REGN,2018-02-15,1.0
32,AKO-A,2020-09-26,1.0
33,BNTX,2019-12-23,1.0
33,GSIT,2020-06-02,1.0
33,ARR,2020-10-17,1.0
33,WMC,2018-09-22,1.0
33,GLOP-PA,2020-06-10,1.0
33,NAVI,2018-05-18,1.0
33,CXE,2019-05-01,1.0
33,STAB,2019-12-01,1.0
33,TAK,2018-12-03,1.0
33,SJIJ,2019-11-02,1.0
33,SSY,2018-10-12,1.0
34,MESO,2018-12-22,1.0
34,KALU,2020-11-14,1.0
34,LEA,2019-02-11,1.0
34,AIRTP,2020-01-08,1.0
34,TDS,2018-10-12,1.0
34,IBOC,2018-08-01,1.0
34,WLYB,2020-02-07,1.0
35,NNDM,2018-07-07,1.0
35,NTB,2020-05-23,1.0
35,BCS,2018-02-28,1.0
35,CTA-PA,2019-10-12,1.0
35,LIQT,2020-10-13,1.0
35,MDJH,2020-02-21,1.0
35,GHG,2018-06-07,1.0
35,VTVT,2019-03-06,1.0
35,DAL,2020-06-02,1.0
35,SBI,2020-07-08,1.0
35,OBLG,2019-07-04,1.0
35,WOLF,2019-03-31,1.0
35,STAB,2018-08-09,1.0
35,KALU,2018-12-23,1.0
35,CPE,2019-10-27,1.0
35,LEA,2018-02-17,1.0
35,SPSC,2019-08-25,1.0
36,BCS,2019-04-09,1.0
36,WMC,2018-10-04,1.0
36,UI,2019-06-15,1.0
36,AKO-A,2020-04-04,1.0
36,HCXY,2018-01-27,1.0
36,WOLF,2019-11-12,1.0
36,HUBS,2020-01-08,1.0
36,ONB,2020-12-31,1.0
36,SBCF,2019-06-26,1.0
36,FNV,2018-06-11,1.0
36,SBI,2020-01-19,1.0
36,AUY,2018-03-14,1.0
36,DAL,2019-04-27,1.0
36,RCM,2019-08-06,1.0
36,NTIC,2019-10-09,1.0
36,NVRO,2018-07-24,1.0
36,LEA,2019-07-04,1.0
36,NEWT,2018-07-28,1.0
36,REGN,2018-11-15,1.0
36,TARS,2020-05-27,1.0
36,TPL,2019-04-28,1.0
36,LANDO,2018-10-10,1.0
36,IRDM,2020-10-26,1.0
36,WISA,2020-08-22,1.0
36,TRU,2018-04-21,1.0
36,SUM,2020-09-16,1.0
36,MFGP,2020-09-25,1.0
36,ADSK,2020-11-13,1.0
36,CHE,2020-08-15,1.0
36,BHC,2019-08-27,1.0
36,ODP,2020-05-14,1.0
36,MSPR,2018-05-25,1.0
36,HEES,2020-07-20,1.0
36,PMTS,2020-01-03,1.0
37,HLMN,2020-07-13,1.0
37,TPL,2018-01-26,1.0
37,ODP,2019-10-19,1.0
37,JCTCF,2020-09-11,1.0
38,RYTM,2018-07-12,1.0
38,TARS,2019-01-13,1.0
38,MFGP,2019-01-02,1.0
38,IRDM,2020-01-08,1.0
38,NTB,2018-02-03,1.0
38,KRYS,2018-12-07,1.0
38,RKLB,2020-09-28,1.0
38,MARA,2018-09-25,1.0
38,WMC,2020-05-31,1.0
38,OTIS,2020-05-29,1.0
38,NEWT,2018-04-27,1.0
38,TXMD,2018-05-22,1.0
38,LEA,2020-08-08,1.0
38,STAB,2018-05-17,1.0
38,SYRS,2019-10-19,1.0
38,UAMY,2020-12-23,1.0
39,SYRS,2020-03-02,1.0
39,BNTX,2018-08-11,1.0
39,SIM,2019-06-18,1.0
39,VERB,2020-04-22,1.0
39,AEMD,2020-04-17,1.0
39,CHE,2019-07-25,1.0
40,DOOR,2019-02-11,1.0
40,OBLG,2020-01-17,1.0
40,DAL,2019-07-21,1.0
40,AKO-A,2020-09-11,1.0
41,DEI,2018-08-02,1.0
41,GNK,2019-02-06,1.0
41,IRDM,2019-04-24,1.0
41,IGT,2018-09-03,1.0
41,BNTX,2018-06-10,1.0
41,IIF,2019-07-16,1.0
42,DB,2020-10-12,1.0
42,RCHG,2020-06-01,1.0
42,ZWS,2018-06-06,1.0
42,SJIJ,2019-09-05,1.0
42,WSTG,2020-08-27,1.0
